תאריך,שם ירק,סוג א,מובחר
3/6/2013,עגבניות שרי באשכולות,5.8,6.2
3/6/2013,"תפוא""ד שקים",3.3,3.6
3/6/2013,"תפוא""ד באריזה קמעונאית",3.7,3.9
3/6/2013,"תפוא""ד באריזה קמעונאית לבן איכות מעולה",4,4.4
3/6/2013,"תפוא""ד אדום בשקים",4.4,4.7
3/6/2013,"תפוא""ד אדום באריזה קמעונאית",4.8,5
3/6/2013,"תפוא""ד אדום באריזה קמעונאית איכות מעולה",5,5.4
3/6/2013,גזר בשקים,2.2,2.4
3/6/2013,גזר באריזה קמעונאית,2.5,2.7
3/6/2013,בצל יבש,2.4,2.6
3/6/2013,בצל אדום,2.8,3
3/6/2013,שום,15,
3/6/2013,פלפל ירוק מאורך-,4,4.4
3/6/2013,פלפל ירוק מזני בלוקי,4.2,4.6
3/6/2013,פלפל בהיר,5.6,5.8
3/6/2013,פלפל אדום איכות מעולה,8.4,10
3/6/2013,פלפל כתום,8.4,10
3/6/2013,פלפל צהוב איכות מעולה,8.4,10
3/6/2013,פלפל חריף,4.5,5
3/6/2013,חצילים,2.5,2.8
3/6/2013,מלפפון חממה ,2.8,
3/6/2013,כרוב לבן,1.6,
3/6/2013,כרוב אדום,2.2,
3/6/2013,שומר,4.4,
3/6/2013,כרובית,3.2,3.4
3/6/2013,קישואים איכות מעולה,3.8,4.2
3/6/2013,חסה 8 יחידות,17,19
3/6/2013,אבטיח,2.6,
3/6/2013,מילון גליה מעולה,2.4,2.8
3/6/2013,מילון כתום,2.4,2.6
3/6/2013,צנון,4,
3/6/2013,סלק איכות מעולה,2.3,
3/6/2013,דלעת,7.4,
3/6/2013,דלורית,4.6,
3/6/2013,בטטות,5,5.5
3/6/2013,בטטות איכות מעולה,8,8.5
3/6/2013,ברוקולי באריזה קמעונאית,9,
3/6/2013,קולורבי איכות מעולה,2.4,2.8
3/6/2013,שעועית ירוקה,7,
3/6/2013,לוף,5,6
3/6/2013,בצל ירוק,5.6,5.8
3/6/2013,תירס באריזה קמעונאית,4.8,5.5
2/6/2013,עגבניות חממה ,2.8,3.2
2/6/2013,עגבניות באשכולות ,3.2,3.5
2/6/2013,עגבניות שרי באשכולות,5.6,6
2/6/2013,"תפוא""ד שקים",3.3,3.6
2/6/2013,"תפוא""ד באריזה קמעונאית",3.7,3.9
2/6/2013,"תפוא""ד באריזה קמעונאית לבן איכות מעולה",4,4.4
2/6/2013,"תפוא""ד אדום בשקים",4.4,4.7
2/6/2013,"תפוא""ד אדום באריזה קמעונאית",4.8,5
2/6/2013,"תפוא""ד אדום באריזה קמעונאית איכות מעולה",5,5.4
2/6/2013,גזר בשקים,2.2,2.4
2/6/2013,גזר באריזה קמעונאית,2.5,2.7
2/6/2013,בצל יבש,2.4,2.6
2/6/2013,בצל אדום,2.8,3
2/6/2013,שום,15,
2/6/2013,פלפל ירוק מאורך-,3.6,4
2/6/2013,פלפל ירוק מזני בלוקי,4,4.4
2/6/2013,פלפל בהיר,5.4,5.8
2/6/2013,פלפל אדום איכות מעולה,8.2,10
2/6/2013,פלפל כתום,8.2,10
2/6/2013,פלפל צהוב איכות מעולה,8.2,10
2/6/2013,פלפל חריף,3.8,4
2/6/2013,חצילים,2.5,2.8
2/6/2013,מלפפון חממה ,3,
2/6/2013,כרוב לבן,1.8,
2/6/2013,כרוב אדום,2.4,
2/6/2013,שומר,4.2,
2/6/2013,כרובית,3.6,4
2/6/2013,קישואים איכות מעולה,4,4.2
2/6/2013,חסה 8 יחידות,17,19
2/6/2013,אבטיח,2.7,
2/6/2013,מילון גליה מעולה,2.4,2.8
2/6/2013,מילון כתום,2.4,2.6
2/6/2013,צנון,3.8,
2/6/2013,סלק איכות מעולה,2.2,
2/6/2013,דלעת,7.4,
2/6/2013,דלורית,4.6,
2/6/2013,בטטות,5,5.5
2/6/2013,בטטות איכות מעולה,8,8.5
2/6/2013,ברוקולי באריזה קמעונאית,10,
2/6/2013,קולורבי איכות מעולה,2.4,2.8
2/6/2013,שעועית ירוקה,7.5,
2/6/2013,לוף,4.8,5.8
2/6/2013,בצל ירוק,5.6,5.8
2/6/2013,תירס באריזה קמעונאית,4.8,5.5
30/5/2013,עגבניות חממה ,3.8,4.2
30/5/2013,עגבניות באשכולות ,4,4.4
30/5/2013,עגבניות שרי באשכולות,5.2,5.5
30/5/2013,"תפוא""ד שקים",3.5,3.8
30/5/2013,"תפוא""ד באריזה קמעונאית",3.9,4.1
30/5/2013,"תפוא""ד באריזה קמעונאית לבן איכות מעולה",4.2,4.6
30/5/2013,"תפוא""ד אדום בשקים",4.6,4.9
30/5/2013,"תפוא""ד אדום באריזה קמעונאית",5,5.2
30/5/2013,"תפוא""ד אדום באריזה קמעונאית איכות מעולה",5.2,5.6
30/5/2013,גזר בשקים,2.2,2.4
30/5/2013,גזר באריזה קמעונאית,2.5,2.7
30/5/2013,בצל יבש,2.4,2.6
30/5/2013,בצל אדום,2.8,3
30/5/2013,שום,15,
30/5/2013,פלפל ירוק מאורך-,3.4,3.8
30/5/2013,פלפל ירוק מזני בלוקי,4,4.4
30/5/2013,פלפל בהיר,5.2,5.5
30/5/2013,פלפל אדום איכות מעולה,8,10
30/5/2013,פלפל כתום,8,10
30/5/2013,פלפל צהוב איכות מעולה,8,10
30/5/2013,פלפל חריף,3.5,3.8
30/5/2013,חצילים,2.8,3
30/5/2013,מלפפון חממה ,4.8,
30/5/2013,כרוב לבן,1.8,
30/5/2013,כרוב אדום,2.4,
30/5/2013,שומר,4,
30/5/2013,כרובית,2.8,3
30/5/2013,קישואים איכות מעולה,5.8,6.2
30/5/2013,חסה 8 יחידות,18,19
30/5/2013,אבטיח,2.8,
30/5/2013,מילון גליה מעולה,2.5,2.8
30/5/2013,מילון כתום,2.4,2.6
30/5/2013,צנון,3.8,
30/5/2013,סלק איכות מעולה,2.2,
30/5/2013,דלעת,7,
30/5/2013,דלורית,4.4,
30/5/2013,בטטות,5,5.5
30/5/2013,בטטות איכות מעולה,8,8.5
30/5/2013,ברוקולי באריזה קמעונאית,12,
30/5/2013,קולורבי איכות מעולה,2.6,3
30/5/2013,שעועית ירוקה,7,
30/5/2013,לוף,4.8,5.8
30/5/2013,בצל ירוק,5.6,5.8
30/5/2013,תירס באריזה קמעונאית,4.8,5.5
29/5/2013,עגבניות חממה ,3.8,4.2
29/5/2013,עגבניות באשכולות ,4,4.4
29/5/2013,עגבניות שרי באשכולות,5.2,5.5
29/5/2013,"תפוא""ד שקים",3.5,3.8
29/5/2013,"תפוא""ד באריזה קמעונאית",3.9,4.1
29/5/2013,"תפוא""ד באריזה קמעונאית לבן איכות מעולה",4.2,4.6
29/5/2013,"תפוא""ד אדום בשקים",4.6,4.9
29/5/2013,"תפוא""ד אדום באריזה קמעונאית",5,5.2
29/5/2013,"תפוא""ד אדום באריזה קמעונאית איכות מעולה",5.2,5.6
29/5/2013,גזר בשקים,2.2,2.4
29/5/2013,גזר באריזה קמעונאית,2.5,2.7
29/5/2013,בצל יבש,2.4,2.6
29/5/2013,בצל אדום,2.8,3
29/5/2013,שום,15,
29/5/2013,פלפל ירוק מאורך-,4,4.4
29/5/2013,פלפל ירוק מזני בלוקי,4.4,4.8
29/5/2013,פלפל בהיר,5.2,5.5
29/5/2013,פלפל אדום איכות מעולה,8,10
29/5/2013,פלפל כתום,8,10
29/5/2013,פלפל צהוב איכות מעולה,8,10
29/5/2013,פלפל חריף,3.2,3.5
29/5/2013,חצילים,2.8,3
29/5/2013,מלפפון חממה ,3.2,
29/5/2013,כרוב לבן,1.8,
29/5/2013,כרוב אדום,2.4,
29/5/2013,שומר,4,
29/5/2013,כרובית,3,3.5
29/5/2013,קישואים איכות מעולה,5.6,6
29/5/2013,חסה 8 יחידות,18,19
29/5/2013,אבטיח,2.8,
29/5/2013,מילון גליה מעולה,2.5,2.8
29/5/2013,מילון כתום,2.4,2.6
29/5/2013,צנון,3.8,
29/5/2013,סלק איכות מעולה,2.2,
29/5/2013,דלעת,7,
29/5/2013,דלורית,4.4,
29/5/2013,בטטות,5,5.5
29/5/2013,בטטות איכות מעולה,8,8.5
29/5/2013,ברוקולי באריזה קמעונאית,12,
29/5/2013,קולורבי איכות מעולה,3,3.2
29/5/2013,שעועית ירוקה,8,
29/5/2013,לוף,5.2,6
29/5/2013,בצל ירוק,5.4,5.8
29/5/2013,תירס באריזה קמעונאית,4.8,5.5
28/5/2013,עגבניות חממה ,3.8,4.2
28/5/2013,עגבניות באשכולות ,4,4.4
28/5/2013,עגבניות שרי באשכולות,4.8,5.2
28/5/2013,"תפוא""ד שקים",3.5,3.8
28/5/2013,"תפוא""ד באריזה קמעונאית",3.9,4.1
28/5/2013,"תפוא""ד באריזה קמעונאית לבן איכות מעולה",4.2,4.6
28/5/2013,"תפוא""ד אדום בשקים",4.6,4.9
28/5/2013,"תפוא""ד אדום באריזה קמעונאית",5,5.2
28/5/2013,"תפוא""ד אדום באריזה קמעונאית איכות מעולה",5.2,5.6
28/5/2013,גזר בשקים,2.2,2.4
28/5/2013,גזר באריזה קמעונאית,2.5,2.7
28/5/2013,בצל יבש,2.4,2.6
28/5/2013,בצל אדום,2.8,3
28/5/2013,שום,15,
28/5/2013,פלפל ירוק מאורך-,4.4,4.8
28/5/2013,פלפל ירוק מזני בלוקי,4.4,4.8
28/5/2013,פלפל בהיר,5.2,5.5
28/5/2013,פלפל אדום איכות מעולה,8,10
28/5/2013,פלפל כתום,8,10
28/5/2013,פלפל צהוב איכות מעולה,8,10
28/5/2013,פלפל חריף,3.2,3.5
28/5/2013,חצילים,3,3.4
28/5/2013,מלפפון חממה ,2.4,
28/5/2013,כרוב לבן,1.8,
28/5/2013,כרוב אדום,2.4,
28/5/2013,שומר,4,
28/5/2013,כרובית,3,3.5
28/5/2013,קישואים איכות מעולה,4.6,5
28/5/2013,חסה 8 יחידות,18,19
28/5/2013,אבטיח,2.8,
28/5/2013,מילון גליה מעולה,2.8,3
28/5/2013,מילון כתום,2.8,3.2
28/5/2013,צנון,3.8,
28/5/2013,סלק איכות מעולה,2.2,
28/5/2013,דלעת,7,
28/5/2013,דלורית,4.4,
28/5/2013,בטטות,5,5.5
28/5/2013,בטטות איכות מעולה,8,8.5
28/5/2013,ברוקולי באריזה קמעונאית,12,
28/5/2013,קולורבי איכות מעולה,3.2,3.5
28/5/2013,שעועית ירוקה,8,
28/5/2013,לוף,5,6
28/5/2013,בצל ירוק,5.4,5.8
28/5/2013,תירס באריזה קמעונאית,4.8,5.5
27/5/2013,עגבניות חממה ,3.4,3.8
27/5/2013,עגבניות באשכולות ,3.4,3.8
27/5/2013,עגבניות שרי באשכולות,4.2,4.5
27/5/2013,"תפוא""ד שקים",3.5,3.8
27/5/2013,"תפוא""ד באריזה קמעונאית",3.9,4.1
27/5/2013,"תפוא""ד באריזה קמעונאית לבן איכות מעולה",4.2,4.6
27/5/2013,"תפוא""ד אדום בשקים",4.6,4.9
27/5/2013,"תפוא""ד אדום באריזה קמעונאית",5,5.2
27/5/2013,"תפוא""ד אדום באריזה קמעונאית איכות מעולה",5.2,5.6
27/5/2013,גזר בשקים,2.2,2.4
27/5/2013,גזר באריזה קמעונאית,2.5,2.7
27/5/2013,בצל יבש,2.2,2.6
27/5/2013,בצל אדום,2.8,3
27/5/2013,שום,15,
27/5/2013,פלפל ירוק מאורך-,4.4,4.8
27/5/2013,פלפל ירוק מזני בלוקי,4.4,4.8
27/5/2013,פלפל בהיר,5.2,5.5
27/5/2013,פלפל אדום איכות מעולה,8,10
27/5/2013,פלפל כתום,9,12
27/5/2013,פלפל צהוב איכות מעולה,9,12
27/5/2013,פלפל חריף,3.2,3.5
27/5/2013,חצילים,3.2,3.6
27/5/2013,מלפפון חממה ,2,
27/5/2013,כרוב לבן,1.6,
27/5/2013,כרוב אדום,2.4,
27/5/2013,שומר,3.8,
27/5/2013,כרובית,3,3.5
27/5/2013,קישואים איכות מעולה,3.7,4
27/5/2013,חסה 8 יחידות,17,19
27/5/2013,אבטיח,2.6,2.8
27/5/2013,מילון גליה מעולה,3.2,3.6
27/5/2013,מילון כתום,3,3.5
27/5/2013,צנון,3.6,
27/5/2013,סלק איכות מעולה,2.2,
27/5/2013,דלעת,7,
27/5/2013,דלורית,4.4,
27/5/2013,בטטות,5,5.5
27/5/2013,בטטות איכות מעולה,8,8.5
27/5/2013,ברוקולי באריזה קמעונאית,12,
27/5/2013,קולורבי איכות מעולה,3.2,3.5
27/5/2013,שעועית ירוקה,8,
27/5/2013,לוף,5,6
27/5/2013,בצל ירוק,5.4,5.8
27/5/2013,תירס באריזה קמעונאית,4.8,5.5
26/5/2013,עגבניות חממה ,3.2,3.6
26/5/2013,עגבניות באשכולות ,3.2,3.6
26/5/2013,עגבניות שרי באשכולות,3.8,4.2
26/5/2013,"תפוא""ד שקים",3.5,3.8
26/5/2013,"תפוא""ד באריזה קמעונאית",3.9,4.1
26/5/2013,"תפוא""ד באריזה קמעונאית לבן איכות מעולה",4.2,4.6
26/5/2013,"תפוא""ד אדום בשקים",4.6,4.9
26/5/2013,"תפוא""ד אדום באריזה קמעונאית",5,5.2
26/5/2013,"תפוא""ד אדום באריזה קמעונאית איכות מעולה",5.2,5.6
26/5/2013,גזר בשקים,2.2,2.4
26/5/2013,גזר באריזה קמעונאית,2.5,2.7
26/5/2013,בצל יבש,2.2,2.6
26/5/2013,בצל אדום,2.8,3
26/5/2013,שום,15,
26/5/2013,פלפל ירוק מאורך-,4.4,4.8
26/5/2013,פלפל ירוק מזני בלוקי,4.4,4.8
26/5/2013,פלפל בהיר,5.2,5.5
26/5/2013,פלפל אדום איכות מעולה,8,10
26/5/2013,פלפל כתום,9,12
26/5/2013,פלפל צהוב איכות מעולה,9,12
26/5/2013,פלפל חריף,3.2,3.5
26/5/2013,חצילים,3.2,3.6
26/5/2013,מלפפון חממה ,2,
26/5/2013,כרוב לבן,1.6,
26/5/2013,כרוב אדום,2.2,
26/5/2013,שומר,3.2,
26/5/2013,כרובית,3.2,3.6
26/5/2013,קישואים איכות מעולה,3.4,3.8
26/5/2013,חסה 8 יחידות,17,19
26/5/2013,אבטיח,2.6,2.8
26/5/2013,מילון גליה מעולה,3.4,3.6
26/5/2013,מילון כתום,3.4,3.6
26/5/2013,צנון,3.6,
26/5/2013,סלק איכות מעולה,2.2,
26/5/2013,דלעת,6.5,
26/5/2013,דלורית,4.2,
26/5/2013,בטטות,5,5.5
26/5/2013,בטטות איכות מעולה,8,8.5
26/5/2013,ברוקולי באריזה קמעונאית,12,
26/5/2013,קולורבי איכות מעולה,3.2,3.5
26/5/2013,שעועית ירוקה,8,
26/5/2013,לוף,5,6
26/5/2013,בצל ירוק,5,5.4
26/5/2013,תירס באריזה קמעונאית,4.5,5.5
23/5/2013,עגבניות חממה ,2.4,2.8
23/5/2013,עגבניות באשכולות ,2.4,2.8
23/5/2013,עגבניות שרי באשכולות,3,3.4
23/5/2013,"תפוא""ד שקים",3.5,3.8
23/5/2013,"תפוא""ד באריזה קמעונאית",3.9,4.1
23/5/2013,"תפוא""ד באריזה קמעונאית לבן איכות מעולה",4.2,4.6
23/5/2013,"תפוא""ד אדום בשקים",4.6,4.9
23/5/2013,"תפוא""ד אדום באריזה קמעונאית",5,5.2
23/5/2013,"תפוא""ד אדום באריזה קמעונאית איכות מעולה",5.2,5.6
23/5/2013,גזר בשקים,2.2,2.4
23/5/2013,גזר באריזה קמעונאית,2.5,2.7
23/5/2013,בצל יבש,2,2.2
23/5/2013,בצל אדום,2.8,3
23/5/2013,שום,14,
23/5/2013,פלפל ירוק מאורך-,4,4.4
23/5/2013,פלפל ירוק מזני בלוקי,4,4.4
23/5/2013,פלפל בהיר,5,5.5
23/5/2013,פלפל אדום איכות מעולה,7,10
23/5/2013,פלפל כתום,8,12
23/5/2013,פלפל צהוב איכות מעולה,8,12
23/5/2013,פלפל חריף,3,3.4
23/5/2013,חצילים,2.5,2.8
23/5/2013,חציל חממה ,4,4.5
23/5/2013,מלפפון חממה ,2,
23/5/2013,כרוב לבן,1.4,
23/5/2013,כרוב אדום,2,
23/5/2013,שומר,3.2,
23/5/2013,כרובית,3,3.4
23/5/2013,קישואים איכות מעולה,5,5.5
23/5/2013,חסה 8 יחידות,16,17
23/5/2013,אבטיח,2.5,2.8
23/5/2013,מילון גליה מעולה,3.2,3.5
23/5/2013,מילון כתום,3.2,3.5
23/5/2013,צנון,3.6,
23/5/2013,סלק איכות מעולה,2.2,
23/5/2013,דלעת,6,
23/5/2013,דלורית,4.2,
23/5/2013,בטטות,5,5.5
23/5/2013,בטטות איכות מעולה,8,8.5
23/5/2013,ברוקולי באריזה קמעונאית,11,
23/5/2013,קולורבי איכות מעולה,3.2,3.5
23/5/2013,שעועית ירוקה,8,
23/5/2013,לוף,4.8,6
23/5/2013,בצל ירוק,5,5.4
23/5/2013,תירס באריזה קמעונאית,5,6
22/5/2013,עגבניות חממה ,2.4,2.8
22/5/2013,עגבניות באשכולות ,2.4,2.8
22/5/2013,עגבניות שרי באשכולות,3.4,3.8
22/5/2013,"תפוא""ד שקים",3.5,3.8
22/5/2013,"תפוא""ד באריזה קמעונאית",3.9,4.1
22/5/2013,"תפוא""ד באריזה קמעונאית לבן איכות מעולה",4.2,4.6
22/5/2013,"תפוא""ד אדום בשקים",4.6,4.9
22/5/2013,"תפוא""ד אדום באריזה קמעונאית",5,5.2
22/5/2013,"תפוא""ד אדום באריזה קמעונאית איכות מעולה",5.2,5.6
22/5/2013,גזר בשקים,2.2,2.4
22/5/2013,גזר באריזה קמעונאית,2.5,2.7
22/5/2013,בצל יבש,2,2.2
22/5/2013,בצל אדום,2.8,3
22/5/2013,שום,14,
22/5/2013,פלפל ירוק מאורך-,4,4.4
22/5/2013,פלפל ירוק מזני בלוקי,4,4.4
22/5/2013,פלפל בהיר,5,5.5
22/5/2013,פלפל אדום איכות מעולה,7,10
22/5/2013,פלפל כתום,8,12
22/5/2013,פלפל צהוב איכות מעולה,8,12
22/5/2013,פלפל חריף,3,3.4
22/5/2013,חצילים,2.8,3.2
22/5/2013,חציל חממה ,4.4,4.8
22/5/2013,מלפפון חממה ,2.1,
22/5/2013,כרוב לבן,1.4,
22/5/2013,כרוב אדום,2,
22/5/2013,שומר,3.2,
22/5/2013,כרובית,3.4,3.6
22/5/2013,קישואים איכות מעולה,4.8,5.2
22/5/2013,חסה 8 יחידות,16,17
22/5/2013,אבטיח,2.4,2.6
22/5/2013,מילון גליה מעולה,3.2,3.5
22/5/2013,מילון כתום,2.2,2.5
22/5/2013,צנון,3.6,
22/5/2013,סלק איכות מעולה,2.2,
22/5/2013,דלעת,5.5,
22/5/2013,דלורית,4.2,
22/5/2013,בטטות,5,5.5
22/5/2013,בטטות איכות מעולה,8,8.5
22/5/2013,ברוקולי באריזה קמעונאית,11,
22/5/2013,קולורבי איכות מעולה,3.2,3.5
22/5/2013,שעועית ירוקה,8,
22/5/2013,לוף,4.8,6
22/5/2013,בצל ירוק,5,5.4
22/5/2013,תירס באריזה קמעונאית,5,6
21/5/2013,עגבניות חממה ,2.4,2.8
21/5/2013,עגבניות באשכולות ,2.4,2.8
21/5/2013,עגבניות שרי באשכולות,3.4,3.8
21/5/2013,"תפוא""ד שקים",3.5,3.8
21/5/2013,"תפוא""ד באריזה קמעונאית",3.9,4.1
21/5/2013,"תפוא""ד באריזה קמעונאית לבן איכות מעולה",4.2,4.6
21/5/2013,"תפוא""ד אדום בשקים",4.6,4.9
21/5/2013,"תפוא""ד אדום באריזה קמעונאית",5,5.2
21/5/2013,"תפוא""ד אדום באריזה קמעונאית איכות מעולה",5.2,5.6
21/5/2013,גזר בשקים,2.2,2.4
21/5/2013,גזר באריזה קמעונאית,2.5,2.7
21/5/2013,בצל יבש,2,2.2
21/5/2013,בצל אדום,2.8,3
21/5/2013,שום,13,
21/5/2013,פלפל ירוק מאורך-,4.5,5
21/5/2013,פלפל ירוק מזני בלוקי,5,5.5
21/5/2013,פלפל בהיר,5,5.5
21/5/2013,פלפל אדום איכות מעולה,8,12
21/5/2013,פלפל כתום,10,14
21/5/2013,פלפל צהוב איכות מעולה,8,12
21/5/2013,פלפל חריף,3.4,3.8
21/5/2013,חצילים,2.8,3.2
21/5/2013,חציל חממה ,4.4,4.8
21/5/2013,מלפפון חממה ,2.3,
21/5/2013,כרוב לבן,1.6,
21/5/2013,כרוב אדום,2.2,
21/5/2013,שומר,3.2,
21/5/2013,כרובית,4,4.2
21/5/2013,קישואים איכות מעולה,4.4,4.8
21/5/2013,חסה 8 יחידות,16,17
21/5/2013,אבטיח,2.6,3
21/5/2013,מילון גליה מעולה,3.2,3.5
21/5/2013,מילון כתום,2.2,2.5
21/5/2013,צנון,3.5,
21/5/2013,סלק איכות מעולה,2.3,
21/5/2013,דלעת,5,
21/5/2013,דלורית,4.2,
21/5/2013,בטטות,5,5.5
21/5/2013,בטטות איכות מעולה,8,8.5
21/5/2013,ברוקולי באריזה קמעונאית,12,
21/5/2013,קולורבי איכות מעולה,3.2,3.5
21/5/2013,שעועית ירוקה,8,
21/5/2013,לוף,5,6
21/5/2013,בצל ירוק,5.8,6.2
21/5/2013,תירס באריזה קמעונאית,5,6
20/5/2013,עגבניות חממה ,2.4,2.8
20/5/2013,עגבניות באשכולות ,2.4,2.8
20/5/2013,עגבניות שרי באשכולות,3.6,4
20/5/2013,"תפוא""ד שקים",3.5,3.8
20/5/2013,"תפוא""ד באריזה קמעונאית",3.9,4.1
20/5/2013,"תפוא""ד באריזה קמעונאית לבן איכות מעולה",4.2,4.6
20/5/2013,"תפוא""ד אדום בשקים",4.6,4.9
20/5/2013,"תפוא""ד אדום באריזה קמעונאית",5,5.2
20/5/2013,"תפוא""ד אדום באריזה קמעונאית איכות מעולה",5.2,5.6
20/5/2013,גזר בשקים,2.2,2.4
20/5/2013,גזר באריזה קמעונאית,2.5,2.7
20/5/2013,בצל יבש,2,2.2
20/5/2013,בצל אדום,2.8,3
20/5/2013,שום,13,
20/5/2013,פלפל ירוק מאורך-,5,5.5
20/5/2013,פלפל ירוק מזני בלוקי,5.5,6
20/5/2013,פלפל בהיר,5.6,6
20/5/2013,פלפל אדום איכות מעולה,8,12
20/5/2013,פלפל כתום,10,14
20/5/2013,פלפל צהוב איכות מעולה,8,12
20/5/2013,פלפל חריף,3.6,4
20/5/2013,חצילים,2.8,3.2
20/5/2013,חציל חממה ,4.6,5
20/5/2013,מלפפון חממה ,2.5,
20/5/2013,כרוב לבן,1.8,
20/5/2013,כרוב אדום,2.4,
20/5/2013,שומר,3.2,
20/5/2013,כרובית,4.6,5
20/5/2013,קישואים איכות מעולה,4.4,4.6
20/5/2013,חסה 8 יחידות,16,17
20/5/2013,אבטיח,2.8,3.2
20/5/2013,מילון גליה מעולה,3.5,3.8
20/5/2013,מילון כתום,2.5,2.8
20/5/2013,צנון,3.5,
20/5/2013,סלק איכות מעולה,2.3,
20/5/2013,דלעת,5,
20/5/2013,דלורית,4.2,
20/5/2013,בטטות,5,5.5
20/5/2013,בטטות איכות מעולה,8,8.5
20/5/2013,ברוקולי באריזה קמעונאית,12,
20/5/2013,קולורבי איכות מעולה,3.5,4
20/5/2013,שעועית ירוקה,8,
20/5/2013,לוף,5,6
20/5/2013,בצל ירוק,5.8,6.2
20/5/2013,תירס באריזה קמעונאית,5,6
19/5/2013,עגבניות חממה ,2.4,2.8
19/5/2013,עגבניות באשכולות ,2.4,2.8
19/5/2013,עגבניות שרי באשכולות,3.8,4.2
19/5/2013,"תפוא""ד שקים",3.5,3.8
19/5/2013,"תפוא""ד באריזה קמעונאית",3.9,4.1
19/5/2013,"תפוא""ד באריזה קמעונאית לבן איכות מעולה",4.2,4.6
19/5/2013,"תפוא""ד אדום בשקים",4.6,4.9
19/5/2013,"תפוא""ד אדום באריזה קמעונאית",5,5.2
19/5/2013,"תפוא""ד אדום באריזה קמעונאית איכות מעולה",5.2,5.6
19/5/2013,גזר בשקים,2.2,2.4
19/5/2013,גזר באריזה קמעונאית,2.4,2.6
19/5/2013,בצל יבש,1.8,2
19/5/2013,בצל אדום,2.6,3
19/5/2013,שום,14,
19/5/2013,פלפל ירוק מאורך-,5,5.5
19/5/2013,פלפל ירוק מזני בלוקי,5.5,6
19/5/2013,פלפל בהיר,5.6,6
19/5/2013,פלפל אדום איכות מעולה,8,12
19/5/2013,פלפל כתום,10,14
19/5/2013,פלפל צהוב איכות מעולה,9,13
19/5/2013,פלפל חריף,3.6,4
19/5/2013,חצילים,2.8,3.2
19/5/2013,חציל חממה ,4.8,5.2
19/5/2013,מלפפון חממה ,2.5,
19/5/2013,כרוב לבן,1.8,
19/5/2013,כרוב אדום,2.4,
19/5/2013,שומר,3,
19/5/2013,כרובית,4.8,5.2
19/5/2013,קישואים איכות מעולה,4,4.4
19/5/2013,חסה 8 יחידות,16,17
19/5/2013,אבטיח,2.4,2.6
19/5/2013,מילון גליה מעולה,4.2,4.6
19/5/2013,מילון כתום,3,3.4
19/5/2013,צנון,3.5,
19/5/2013,סלק איכות מעולה,2.3,
19/5/2013,דלעת,5.4,
19/5/2013,דלורית,4.4,
19/5/2013,בטטות,5,5.5
19/5/2013,בטטות איכות מעולה,8,8.5
19/5/2013,ברוקולי באריזה קמעונאית,11,
19/5/2013,קולורבי איכות מעולה,3.5,4
19/5/2013,שעועית ירוקה,8,
19/5/2013,לוף,4.8,5.8
19/5/2013,בצל ירוק,5.8,6.2
19/5/2013,תירס באריזה קמעונאית,5,6
16/5/2013,עגבניות חממה ,2.8,3.2
16/5/2013,עגבניות באשכולות ,2.8,3.2
16/5/2013,עגבניות שרי באשכולות,4,4.5
16/5/2013,"תפוא""ד שקים",3.5,3.8
16/5/2013,"תפוא""ד באריזה קמעונאית",3.9,4.1
16/5/2013,"תפוא""ד באריזה קמעונאית לבן איכות מעולה",4.2,4.6
16/5/2013,"תפוא""ד אדום בשקים",4.6,4.9
16/5/2013,"תפוא""ד אדום באריזה קמעונאית",5,5.2
16/5/2013,"תפוא""ד אדום באריזה קמעונאית איכות מעולה",5.2,5.6
16/5/2013,גזר בשקים,2,2.2
16/5/2013,גזר באריזה קמעונאית,2.4,2.6
16/5/2013,בצל יבש,2,2.2
16/5/2013,בצל אדום,2.8,3
16/5/2013,שום,14,
16/5/2013,פלפל ירוק מאורך-,5.2,5.5
16/5/2013,פלפל ירוק מזני בלוקי,5.2,5.5
16/5/2013,פלפל בהיר,5.6,6
16/5/2013,פלפל אדום איכות מעולה,10,14
16/5/2013,פלפל כתום,10,14
16/5/2013,פלפל צהוב איכות מעולה,10,14
16/5/2013,פלפל חריף,3.6,4
16/5/2013,חצילים,2.2,2.6
16/5/2013,חציל חממה ,5.8,6.2
16/5/2013,מלפפון חממה ,2.6,
16/5/2013,כרוב לבן,1.8,
16/5/2013,כרוב אדום,2.2,
16/5/2013,שומר,2.8,
16/5/2013,כרובית,4.8,5.2
16/5/2013,קישואים איכות מעולה,4.4,4.8
16/5/2013,חסה 8 יחידות,17,18
16/5/2013,אבטיח,2.3,2.6
16/5/2013,מילון גליה מעולה,5,5.5
16/5/2013,מילון כתום,4.2,4.5
16/5/2013,צנון,3,
16/5/2013,סלק איכות מעולה,2.2,
16/5/2013,דלעת,5.6,
16/5/2013,דלורית,4.4,
16/5/2013,בטטות,5,5.5
16/5/2013,בטטות איכות מעולה,8,8.5
16/5/2013,ברוקולי באריזה קמעונאית,9.5,
16/5/2013,קולורבי איכות מעולה,3.6,4
16/5/2013,שעועית ירוקה,8,
16/5/2013,לוף,5,6
16/5/2013,בצל ירוק,5.4,5.8
16/5/2013,תירס באריזה קמעונאית,5.4,6
13/5/2013,עגבניות חממה ,2.8,3.2
13/5/2013,עגבניות באשכולות ,2.8,3.2
13/5/2013,עגבניות שרי באשכולות,4.5,4.8
